year|sex|name|n|prop
1880|M|Merrill|13|1.0979822464716763e-4
1880|M|Mont|13|1.0979822464716763e-4
1880|M|Oren|13|1.0979822464716763e-4
1880|M|Pierre|13|1.0979822464716763e-4
1880|M|Rex|13|1.0979822464716763e-4
1880|M|Rodney|13|1.0979822464716763e-4
1880|M|Ted|13|1.0979822464716763e-4
1880|M|Webster|13|1.0979822464716763e-4
1880|M|West|13|1.0979822464716763e-4
1880|M|Wheeler|13|1.0979822464716763e-4
1880|M|Willam|13|1.0979822464716763e-4
1880|M|Al|12|1.0135220736661627e-4
1880|M|Aloysius|12|1.0135220736661627e-4
1880|M|Alvie|12|1.0135220736661627e-4
1880|M|Anna|12|1.0135220736661627e-4
1880|M|Art|12|1.0135220736661627e-4
1880|M|Augustine|12|1.0135220736661627e-4
1880|M|Bailey|12|1.0135220736661627e-4
1880|M|Benjaman|12|1.0135220736661627e-4
1880|M|Beverly|12|1.0135220736661627e-4
1880|M|Bishop|12|1.0135220736661627e-4
1880|M|Clair|12|1.0135220736661627e-4
1880|M|Cloyd|12|1.0135220736661627e-4
1880|M|Coleman|12|1.0135220736661627e-4
1880|M|Dana|12|1.0135220736661627e-4
1880|M|Duncan|12|1.0135220736661627e-4
1880|M|Dwight|12|1.0135220736661627e-4
1880|M|Emile|12|1.0135220736661627e-4
1880|M|Evert|12|1.0135220736661627e-4
1880|M|Henderson|12|1.0135220736661627e-4
1880|M|Hunter|12|1.0135220736661627e-4
1880|M|Jean|12|1.0135220736661627e-4
1880|M|Lem|12|1.0135220736661627e-4
1880|M|Luis|12|1.0135220736661627e-4
1880|M|Mathias|12|1.0135220736661627e-4
1880|M|Maynard|12|1.0135220736661627e-4
1880|M|Miguel|12|1.0135220736661627e-4
1880|M|Mortimer|12|1.0135220736661627e-4
1880|M|Nels|12|1.0135220736661627e-4
1880|M|Norris|12|1.0135220736661627e-4
1880|M|Pat|12|1.0135220736661627e-4
1880|M|Phil|12|1.0135220736661627e-4
1880|M|Rush|12|1.0135220736661627e-4
1880|M|Santiago|12|1.0135220736661627e-4
1880|M|Sol|12|1.0135220736661627e-4
1880|M|Sydney|12|1.0135220736661627e-4
1880|M|Thaddeus|12|1.0135220736661627e-4
1880|M|Thornton|12|1.0135220736661627e-4
1880|M|Tim|12|1.0135220736661627e-4
1880|M|Travis|12|1.0135220736661627e-4
1880|M|Truman|12|1.0135220736661627e-4
1880|M|Watson|12|1.0135220736661627e-4
1880|M|Webb|12|1.0135220736661627e-4
1880|M|Wellington|12|1.0135220736661627e-4
1880|M|Winfred|12|1.0135220736661627e-4
1880|M|Wylie|12|1.0135220736661627e-4
1880|M|Alec|11|9.290619008606491e-5
1880|M|Basil|11|9.290619008606491e-5
1880|M|Baxter|11|9.290619008606491e-5
1880|M|Bertrand|11|9.290619008606491e-5
1880|M|Buford|11|9.290619008606491e-5
1880|M|Burr|11|9.290619008606491e-5
1880|M|Cleveland|11|9.290619008606491e-5
1880|M|Colonel|11|9.290619008606491e-5
1880|M|Dempsey|11|9.290619008606491e-5
1880|M|Early|11|9.290619008606491e-5
1880|M|Ellsworth|11|9.290619008606491e-5
1880|M|Fate|11|9.290619008606491e-5
1880|M|Finley|11|9.290619008606491e-5
1880|M|Gabe|11|9.290619008606491e-5
1880|M|Garland|11|9.290619008606491e-5
1880|M|Gerald|11|9.290619008606491e-5
1880|M|Herschel|11|9.290619008606491e-5
1880|M|Hezekiah|11|9.290619008606491e-5
1880|M|Justus|11|9.290619008606491e-5
1880|M|Lindsey|11|9.290619008606491e-5
1880|M|Marcellus|11|9.290619008606491e-5
1880|M|Olaf|11|9.290619008606491e-5
1880|M|Olin|11|9.290619008606491e-5
1880|M|Pablo|11|9.290619008606491e-5
1880|M|Rolland|11|9.290619008606491e-5
1880|M|Turner|11|9.290619008606491e-5
1880|M|Verne|11|9.290619008606491e-5
1880|M|Volney|11|9.290619008606491e-5
1880|M|Williams|11|9.290619008606491e-5
1880|M|Almon|10|8.446017280551357e-5
1880|M|Alois|10|8.446017280551357e-5
1880|M|Alonza|10|8.446017280551357e-5
1880|M|Anson|10|8.446017280551357e-5
1880|M|Authur|10|8.446017280551357e-5
1880|M|Benton|10|8.446017280551357e-5
1880|M|Billie|10|8.446017280551357e-5
1880|M|Cornelious|10|8.446017280551357e-5
1880|M|Darius|10|8.446017280551357e-5
1880|M|Denis|10|8.446017280551357e-5
1880|M|Dillard|10|8.446017280551357e-5
1880|M|Doctor|10|8.446017280551357e-5
1880|M|Elvin|10|8.446017280551357e-5
1880|M|Emma|10|8.446017280551357e-5
1880|M|Eric|10|8.446017280551357e-5
1880|M|Evans|10|8.446017280551357e-5
1880|M|Gideon|10|8.446017280551357e-5
1880|M|Haywood|10|8.446017280551357e-5
1880|M|Hilliard|10|8.446017280551357e-5
1880|M|Hosea|10|8.446017280551357e-5
1880|M|Lincoln|10|8.446017280551357e-5
1880|M|Lonzo|10|8.446017280551357e-5
1880|M|Lucious|10|8.446017280551357e-5
1880|M|Lum|10|8.446017280551357e-5
1880|M|Malachi|10|8.446017280551357e-5
1880|M|Newt|10|8.446017280551357e-5
1880|M|Noel|10|8.446017280551357e-5
1880|M|Orie|10|8.446017280551357e-5
1880|M|Palmer|10|8.446017280551357e-5
1880|M|Pinkney|10|8.446017280551357e-5
1880|M|Shirley|10|8.446017280551357e-5
1880|M|Sumner|10|8.446017280551357e-5
1880|M|Terry|10|8.446017280551357e-5
1880|M|Urban|10|8.446017280551357e-5
1880|M|Uriah|10|8.446017280551357e-5
1880|M|Valentine|10|8.446017280551357e-5
1880|M|Waldo|10|8.446017280551357e-5
1880|M|Warner|10|8.446017280551357e-5
1880|M|Wong|10|8.446017280551357e-5
1880|M|Zeb|10|8.446017280551357e-5
1880|M|Abel|9|7.60141555249622e-5
1880|M|Alden|9|7.60141555249622e-5
1880|M|Archer|9|7.60141555249622e-5
1880|M|Avery|9|7.60141555249622e-5
1880|M|Carson|9|7.60141555249622e-5
1880|M|Cullen|9|7.60141555249622e-5
1880|M|Doc|9|7.60141555249622e-5
1880|M|Eben|9|7.60141555249622e-5
1880|M|Elige|9|7.60141555249622e-5
1880|M|Elizabeth|9|7.60141555249622e-5
1880|M|Elmore|9|7.60141555249622e-5
1880|M|Ernst|9|7.60141555249622e-5
1880|M|Finis|9|7.60141555249622e-5
1880|M|Freddie|9|7.60141555249622e-5
1880|M|Godfrey|9|7.60141555249622e-5
1880|M|Guss|9|7.60141555249622e-5
1880|M|Hamp|9|7.60141555249622e-5
1880|M|Hermann|9|7.60141555249622e-5
1880|M|Isadore|9|7.60141555249622e-5
1880|M|Isreal|9|7.60141555249622e-5
1880|M|Jones|9|7.60141555249622e-5
1880|M|June|9|7.60141555249622e-5
1880|M|Lacy|9|7.60141555249622e-5
1880|M|Lafe|9|7.60141555249622e-5
1880|M|Leland|9|7.60141555249622e-5
1880|M|Llewellyn|9|7.60141555249622e-5
1880|M|Ludwig|9|7.60141555249622e-5
1880|M|Manford|9|7.60141555249622e-5
1880|M|Maxwell|9|7.60141555249622e-5
1880|M|Minnie|9|7.60141555249622e-5
1880|M|Obie|9|7.60141555249622e-5
1880|M|Octave|9|7.60141555249622e-5
1880|M|Orrin|9|7.60141555249622e-5
1880|M|Ossie|9|7.60141555249622e-5
1880|M|Oswald|9|7.60141555249622e-5
1880|M|Park|9|7.60141555249622e-5
1880|M|Parley|9|7.60141555249622e-5
1880|M|Ramon|9|7.60141555249622e-5
1880|M|Rice|9|7.60141555249622e-5
1880|M|Stonewall|9|7.60141555249622e-5
1880|M|Theo|9|7.60141555249622e-5
1880|M|Tillman|9|7.60141555249622e-5
1880|M|Addie|8|6.756813824441085e-5
1880|M|Aron|8|6.756813824441085e-5
1880|M|Ashley|8|6.756813824441085e-5
1880|M|Bernhard|8|6.756813824441085e-5
1880|M|Bertie|8|6.756813824441085e-5
1880|M|Berton|8|6.756813824441085e-5
1880|M|Buster|8|6.756813824441085e-5
1880|M|Butler|8|6.756813824441085e-5
1880|M|Carleton|8|6.756813824441085e-5
1880|M|Carrie|8|6.756813824441085e-5
1880|M|Clara|8|6.756813824441085e-5
1880|M|Clarance|8|6.756813824441085e-5
1880|M|Clare|8|6.756813824441085e-5
1880|M|Crawford|8|6.756813824441085e-5
1880|M|Danial|8|6.756813824441085e-5
1880|M|Dayton|8|6.756813824441085e-5
1880|M|Dolphus|8|6.756813824441085e-5
1880|M|Elder|8|6.756813824441085e-5
1880|M|Ephriam|8|6.756813824441085e-5
1880|M|Fayette|8|6.756813824441085e-5
1880|M|Felipe|8|6.756813824441085e-5
1880|M|Fernando|8|6.756813824441085e-5
1880|M|Flem|8|6.756813824441085e-5
1880|M|Florence|8|6.756813824441085e-5
1880|M|Ford|8|6.756813824441085e-5
1880|M|Harlan|8|6.756813824441085e-5
1880|M|Hayes|8|6.756813824441085e-5
1880|M|Henery|8|6.756813824441085e-5
1880|M|Hoy|8|6.756813824441085e-5
1880|M|Huston|8|6.756813824441085e-5
1880|M|Ida|8|6.756813824441085e-5
1880|M|Ivory|8|6.756813824441085e-5
1880|M|Jonah|8|6.756813824441085e-5
1880|M|Justin|8|6.756813824441085e-5
1880|M|Lenard|8|6.756813824441085e-5
1880|M|Leopold|8|6.756813824441085e-5
1880|M|Lionel|8|6.756813824441085e-5
1880|M|Manley|8|6.756813824441085e-5
1880|M|Marquis|8|6.756813824441085e-5
1880|M|Marshal|8|6.756813824441085e-5
1880|M|Mart|8|6.756813824441085e-5
1880|M|Odie|8|6.756813824441085e-5
1880|M|Olen|8|6.756813824441085e-5
1880|M|Oral|8|6.756813824441085e-5
1880|M|Orley|8|6.756813824441085e-5
1880|M|Otha|8|6.756813824441085e-5
1880|M|Press|8|6.756813824441085e-5
1880|M|Price|8|6.756813824441085e-5
1880|M|Quincy|8|6.756813824441085e-5
1880|M|Randall|8|6.756813824441085e-5
1880|M|Rich|8|6.756813824441085e-5
1880|M|Richmond|8|6.756813824441085e-5
1880|M|Romeo|8|6.756813824441085e-5
1880|M|Russel|8|6.756813824441085e-5
1880|M|Rutherford|8|6.756813824441085e-5
1880|M|Shade|8|6.756813824441085e-5
1880|M|Shelby|8|6.756813824441085e-5
1880|M|Solon|8|6.756813824441085e-5
1880|M|Thurman|8|6.756813824441085e-5
1880|M|Tilden|8|6.756813824441085e-5
1880|M|Troy|8|6.756813824441085e-5
1880|M|Woodson|8|6.756813824441085e-5
1880|M|Worth|8|6.756813824441085e-5
1880|M|Aden|7|5.9122120963859495e-5
1880|M|Alcide|7|5.9122120963859495e-5
1880|M|Alf|7|5.9122120963859495e-5
1880|M|Algie|7|5.9122120963859495e-5
1880|M|Arlie|7|5.9122120963859495e-5
1880|M|Bart|7|5.9122120963859495e-5
1880|M|Bedford|7|5.9122120963859495e-5
1880|M|Benito|7|5.9122120963859495e-5
1880|M|Billy|7|5.9122120963859495e-5
1880|M|Bird|7|5.9122120963859495e-5
1880|M|Birt|7|5.9122120963859495e-5
1880|M|Bruno|7|5.9122120963859495e-5
1880|M|Burley|7|5.9122120963859495e-5
1880|M|Chancy|7|5.9122120963859495e-5
1880|M|Claus|7|5.9122120963859495e-5
1880|M|Cliff|7|5.9122120963859495e-5
1880|M|Clovis|7|5.9122120963859495e-5
1880|M|Connie|7|5.9122120963859495e-5
1880|M|Creed|7|5.9122120963859495e-5
1880|M|Delos|7|5.9122120963859495e-5
1880|M|Duke|7|5.9122120963859495e-5
1880|M|Eber|7|5.9122120963859495e-5
1880|M|Eligah|7|5.9122120963859495e-5
1880|M|Elliot|7|5.9122120963859495e-5
1880|M|Elton|7|5.9122120963859495e-5
1880|M|Emmitt|7|5.9122120963859495e-5
1880|M|Gene|7|5.9122120963859495e-5
1880|M|Golden|7|5.9122120963859495e-5
1880|M|Hal|7|5.9122120963859495e-5
1880|M|Hardin|7|5.9122120963859495e-5
1880|M|Harman|7|5.9122120963859495e-5
1880|M|Hervey|7|5.9122120963859495e-5
1880|M|Hollis|7|5.9122120963859495e-5
1880|M|Ivey|7|5.9122120963859495e-5
1880|M|Jennie|7|5.9122120963859495e-5
1880|M|Len|7|5.9122120963859495e-5
1880|M|Lindsay|7|5.9122120963859495e-5
1880|M|Lonie|7|5.9122120963859495e-5
1880|M|Lyle|7|5.9122120963859495e-5
1880|M|Mac|7|5.9122120963859495e-5
1880|M|Mal|7|5.9122120963859495e-5
1880|M|Math|7|5.9122120963859495e-5
1880|M|Miller|7|5.9122120963859495e-5
1880|M|Orson|7|5.9122120963859495e-5
1880|M|Osborne|7|5.9122120963859495e-5
1880|M|Percival|7|5.9122120963859495e-5
1880|M|Pleas|7|5.9122120963859495e-5
1880|M|Ples|7|5.9122120963859495e-5
1880|M|Rafael|7|5.9122120963859495e-5
1880|M|Raoul|7|5.9122120963859495e-5
1880|M|Roderick|7|5.9122120963859495e-5
1880|M|Rose|7|5.9122120963859495e-5
1880|M|Shelton|7|5.9122120963859495e-5
1880|M|Sid|7|5.9122120963859495e-5
1880|M|Theron|7|5.9122120963859495e-5
1880|M|Tobias|7|5.9122120963859495e-5
1880|M|Toney|7|5.9122120963859495e-5
1880|M|Tyler|7|5.9122120963859495e-5
1880|M|Vance|7|5.9122120963859495e-5
1880|M|Vivian|7|5.9122120963859495e-5
1880|M|Walton|7|5.9122120963859495e-5
1880|M|Watt|7|5.9122120963859495e-5
1880|M|Weaver|7|5.9122120963859495e-5
1880|M|Wilton|7|5.9122120963859495e-5
1880|M|Adolf|6|5.0676103683308135e-5
1880|M|Albin|6|5.0676103683308135e-5
1880|M|Albion|6|5.0676103683308135e-5
1880|M|Allison|6|5.0676103683308135e-5
1880|M|Alpha|6|5.0676103683308135e-5
1880|M|Alpheus|6|5.0676103683308135e-5
1880|M|Anastacio|6|5.0676103683308135e-5
1880|M|Andre|6|5.0676103683308135e-5
1880|M|Annie|6|5.0676103683308135e-5
1880|M|Arlington|6|5.0676103683308135e-5
1880|M|Armand|6|5.0676103683308135e-5
1880|M|Asberry|6|5.0676103683308135e-5
1880|M|Asbury|6|5.0676103683308135e-5
1880|M|Asher|6|5.0676103683308135e-5
1880|M|Augustin|6|5.0676103683308135e-5
1880|M|Auther|6|5.0676103683308135e-5
1880|M|Author|6|5.0676103683308135e-5
1880|M|Ballard|6|5.0676103683308135e-5
1880|M|Blas|6|5.0676103683308135e-5
1880|M|Caesar|6|5.0676103683308135e-5
1880|M|Candido|6|5.0676103683308135e-5
1880|M|Cato|6|5.0676103683308135e-5
1880|M|Clarke|6|5.0676103683308135e-5
1880|M|Clemente|6|5.0676103683308135e-5
1880|M|Colin|6|5.0676103683308135e-5
1880|M|Commodore|6|5.0676103683308135e-5
1880|M|Cora|6|5.0676103683308135e-5
1880|M|Coy|6|5.0676103683308135e-5
1880|M|Cruz|6|5.0676103683308135e-5
1880|M|Curt|6|5.0676103683308135e-5
1880|M|Damon|6|5.0676103683308135e-5
1880|M|Davie|6|5.0676103683308135e-5
1880|M|Delmar|6|5.0676103683308135e-5
1880|M|Dexter|6|5.0676103683308135e-5
1880|M|Dora|6|5.0676103683308135e-5
1880|M|Doss|6|5.0676103683308135e-5
1880|M|Drew|6|5.0676103683308135e-5
1880|M|Edson|6|5.0676103683308135e-5
1880|M|Elam|6|5.0676103683308135e-5
1880|M|Elihu|6|5.0676103683308135e-5
1880|M|Eliza|6|5.0676103683308135e-5
1880|M|Elsie|6|5.0676103683308135e-5
1880|M|Erie|6|5.0676103683308135e-5
1880|M|Ernie|6|5.0676103683308135e-5
1880|M|Ethel|6|5.0676103683308135e-5
1880|M|Ferd|6|5.0676103683308135e-5
1880|M|Friend|6|5.0676103683308135e-5
1880|M|Garry|6|5.0676103683308135e-5
1880|M|Gary|6|5.0676103683308135e-5
1880|M|Grace|6|5.0676103683308135e-5
1880|M|Gustaf|6|5.0676103683308135e-5
1880|M|Hallie|6|5.0676103683308135e-5
1880|M|Hampton|6|5.0676103683308135e-5
1880|M|Harrie|6|5.0676103683308135e-5
1880|M|Hattie|6|5.0676103683308135e-5
1880|M|Hence|6|5.0676103683308135e-5
1880|M|Hillard|6|5.0676103683308135e-5
1880|M|Hollie|6|5.0676103683308135e-5
1880|M|Holmes|6|5.0676103683308135e-5
1880|M|Hope|6|5.0676103683308135e-5
1880|M|Hyman|6|5.0676103683308135e-5
1880|M|Ishmael|6|5.0676103683308135e-5
1880|M|Jarrett|6|5.0676103683308135e-5
1880|M|Jessee|6|5.0676103683308135e-5
1880|M|Joeseph|6|5.0676103683308135e-5
1880|M|Junious|6|5.0676103683308135e-5
1880|M|Kirk|6|5.0676103683308135e-5
1880|M|Levy|6|5.0676103683308135e-5
1880|M|Mervin|6|5.0676103683308135e-5
1880|M|Michel|6|5.0676103683308135e-5
1880|M|Milford|6|5.0676103683308135e-5
1880|M|Mitchel|6|5.0676103683308135e-5
1880|M|Nellie|6|5.0676103683308135e-5
1880|M|Noble|6|5.0676103683308135e-5
1880|M|Obed|6|5.0676103683308135e-5
1880|M|Oda|6|5.0676103683308135e-5
1880|M|Orren|6|5.0676103683308135e-5
1880|M|Ottis|6|5.0676103683308135e-5
1880|M|Rafe|6|5.0676103683308135e-5
1880|M|Redden|6|5.0676103683308135e-5
1880|M|Reese|6|5.0676103683308135e-5
1880|M|Rube|6|5.0676103683308135e-5
1880|M|Ruby|6|5.0676103683308135e-5
1880|M|Rupert|6|5.0676103683308135e-5
1880|M|Salomon|6|5.0676103683308135e-5
1880|M|Sammie|6|5.0676103683308135e-5
1880|M|Sanders|6|5.0676103683308135e-5
1880|M|Soloman|6|5.0676103683308135e-5
1880|M|Stacy|6|5.0676103683308135e-5
1880|M|Stanford|6|5.0676103683308135e-5
1880|M|Stanton|6|5.0676103683308135e-5
1880|M|Thad|6|5.0676103683308135e-5
1880|M|Titus|6|5.0676103683308135e-5
1880|M|Tracy|6|5.0676103683308135e-5
1880|M|Vernie|6|5.0676103683308135e-5
1880|M|Wendell|6|5.0676103683308135e-5
1880|M|Wilhelm|6|5.0676103683308135e-5
1880|M|Willian|6|5.0676103683308135e-5
1880|M|Yee|6|5.0676103683308135e-5
1880|M|Zeke|6|5.0676103683308135e-5
1880|M|Ab|5|4.223008640275678e-5
1880|M|Abbott|5|4.223008640275678e-5
1880|M|Agustus|5|4.223008640275678e-5
1880|M|Albertus|5|4.223008640275678e-5
1880|M|Almer|5|4.223008640275678e-5
1880|M|Alphonso|5|4.223008640275678e-5
1880|M|Alvia|5|4.223008640275678e-5
1880|M|Artie|5|4.223008640275678e-5
1880|M|Arvid|5|4.223008640275678e-5
1880|M|Ashby|5|4.223008640275678e-5
1880|M|Augusta|5|4.223008640275678e-5
1880|M|Aurthur|5|4.223008640275678e-5
1880|M|Babe|5|4.223008640275678e-5
1880|M|Baldwin|5|4.223008640275678e-5
1880|M|Barnett|5|4.223008640275678e-5
1880|M|Bartholomew|5|4.223008640275678e-5
1880|M|Barton|5|4.223008640275678e-5
1880|M|Bernie|5|4.223008640275678e-5
1880|M|Blaine|5|4.223008640275678e-5
1880|M|Boston|5|4.223008640275678e-5
1880|M|Brad|5|4.223008640275678e-5
1880|M|Bradford|5|4.223008640275678e-5
1880|M|Bradley|5|4.223008640275678e-5
1880|M|Brooks|5|4.223008640275678e-5
1880|M|Buck|5|4.223008640275678e-5
1880|M|Budd|5|4.223008640275678e-5
1880|M|Ceylon|5|4.223008640275678e-5
1880|M|Chalmers|5|4.223008640275678e-5
1880|M|Chesley|5|4.223008640275678e-5
1880|M|Chin|5|4.223008640275678e-5
1880|M|Cleo|5|4.223008640275678e-5
1880|M|Crockett|5|4.223008640275678e-5
1880|M|Cyril|5|4.223008640275678e-5
1880|M|Daisy|5|4.223008640275678e-5
1880|M|Denver|5|4.223008640275678e-5
1880|M|Dow|5|4.223008640275678e-5
1880|M|Duff|5|4.223008640275678e-5
1880|M|Edie|5|4.223008640275678e-5
1880|M|Edith|5|4.223008640275678e-5
1880|M|Elick|5|4.223008640275678e-5
1880|M|Elie|5|4.223008640275678e-5
1880|M|Eliga|5|4.223008640275678e-5
1880|M|Eliseo|5|4.223008640275678e-5
1880|M|Elroy|5|4.223008640275678e-5
1880|M|Ely|5|4.223008640275678e-5
1880|M|Ennis|5|4.223008640275678e-5
1880|M|Enrique|5|4.223008640275678e-5
1880|M|Erasmus|5|4.223008640275678e-5
1880|M|Esau|5|4.223008640275678e-5
1880|M|Everette|5|4.223008640275678e-5
1880|M|Firman|5|4.223008640275678e-5
1880|M|Fleming|5|4.223008640275678e-5
1880|M|Flora|5|4.223008640275678e-5
1880|M|Gardner|5|4.223008640275678e-5
1880|M|Gee|5|4.223008640275678e-5
1880|M|Gorge|5|4.223008640275678e-5
1880|M|Gottlieb|5|4.223008640275678e-5
1880|M|Gregorio|5|4.223008640275678e-5
1880|M|Gregory|5|4.223008640275678e-5
1880|M|Gustavus|5|4.223008640275678e-5
1880|M|Halsey|5|4.223008640275678e-5
1880|M|Handy|5|4.223008640275678e-5
1880|M|Hardie|5|4.223008640275678e-5
1880|M|Harl|5|4.223008640275678e-5
1880|M|Hayden|5|4.223008640275678e-5
1880|M|Hays|5|4.223008640275678e-5
1880|M|Hermon|5|4.223008640275678e-5
1880|M|Hershel|5|4.223008640275678e-5
1880|M|Holly|5|4.223008640275678e-5
1880|M|Hosteen|5|4.223008640275678e-5
1880|M|Hoyt|5|4.223008640275678e-5
1880|M|Hudson|5|4.223008640275678e-5
1880|M|Huey|5|4.223008640275678e-5
1880|M|Humphrey|5|4.223008640275678e-5
1880|M|Hunt|5|4.223008640275678e-5
1880|M|Hyrum|5|4.223008640275678e-5
1880|M|Irven|5|4.223008640275678e-5
1880|M|Isam|5|4.223008640275678e-5
1880|M|Ivy|5|4.223008640275678e-5
1880|M|Jabez|5|4.223008640275678e-5
1880|M|Jewel|5|4.223008640275678e-5
1880|M|Jodie|5|4.223008640275678e-5
1880|M|Judd|5|4.223008640275678e-5
1880|M|Julious|5|4.223008640275678e-5
1880|M|Justice|5|4.223008640275678e-5
1880|M|Katherine|5|4.223008640275678e-5
1880|M|Kelly|5|4.223008640275678e-5
1880|M|Kit|5|4.223008640275678e-5
1880|M|Knute|5|4.223008640275678e-5
1880|M|Lavern|5|4.223008640275678e-5
1880|M|Lawyer|5|4.223008640275678e-5
1880|M|Layton|5|4.223008640275678e-5
1880|M|Leonidas|5|4.223008640275678e-5
1880|M|Lewie|5|4.223008640275678e-5
1880|M|Lillie|5|4.223008640275678e-5
1880|M|Linwood|5|4.223008640275678e-5
1880|M|Loran|5|4.223008640275678e-5
1880|M|Lorin|5|4.223008640275678e-5
1880|M|Mace|5|4.223008640275678e-5
1880|M|Malcom|5|4.223008640275678e-5
1880|M|Manly|5|4.223008640275678e-5
1880|M|Manson|5|4.223008640275678e-5
1880|M|Matthias|5|4.223008640275678e-5
1880|M|Mattie|5|4.223008640275678e-5
1880|M|Merida|5|4.223008640275678e-5
1880|M|Miner|5|4.223008640275678e-5
1880|M|Montgomery|5|4.223008640275678e-5
1880|M|Moroni|5|4.223008640275678e-5
1880|M|Murdock|5|4.223008640275678e-5
1880|M|Myrtle|5|4.223008640275678e-5
1880|M|Nate|5|4.223008640275678e-5
1880|M|Nathanial|5|4.223008640275678e-5
1880|M|Nimrod|5|4.223008640275678e-5
1880|M|Nora|5|4.223008640275678e-5
1880|M|Norval|5|4.223008640275678e-5
1880|M|Nova|5|4.223008640275678e-5
1880|M|Orion|5|4.223008640275678e-5
1880|M|Orla|5|4.223008640275678e-5
1880|M|Orrie|5|4.223008640275678e-5
1880|M|Payton|5|4.223008640275678e-5
1880|M|Philo|5|4.223008640275678e-5
1880|M|Phineas|5|4.223008640275678e-5
1880|M|Presley|5|4.223008640275678e-5
1880|M|Ransom|5|4.223008640275678e-5
1880|M|Reece|5|4.223008640275678e-5
1880|M|Rene|5|4.223008640275678e-5
1880|M|Roswell|5|4.223008640275678e-5
1880|M|Rowland|5|4.223008640275678e-5
1880|M|Sampson|5|4.223008640275678e-5
1880|M|Samual|5|4.223008640275678e-5
1880|M|Santos|5|4.223008640275678e-5
1880|M|Schuyler|5|4.223008640275678e-5
1880|M|Sheppard|5|4.223008640275678e-5
1880|M|Spurgeon|5|4.223008640275678e-5
1880|M|Starling|5|4.223008640275678e-5
1880|M|Sylvanus|5|4.223008640275678e-5
1880|M|Theadore|5|4.223008640275678e-5
1880|M|Theophile|5|4.223008640275678e-5
1880|M|Tilmon|5|4.223008640275678e-5
1880|M|Tommy|5|4.223008640275678e-5
1880|M|Unknown|5|4.223008640275678e-5
1880|M|Vann|5|4.223008640275678e-5
1880|M|Wes|5|4.223008640275678e-5
1880|M|Winston|5|4.223008640275678e-5
1880|M|Wood|5|4.223008640275678e-5
1880|M|Woodie|5|4.223008640275678e-5
1880|M|Worthy|5|4.223008640275678e-5
1880|M|Wright|5|4.223008640275678e-5
1880|M|York|5|4.223008640275678e-5
1880|M|Zachariah|5|4.223008640275678e-5
1881|F|Mary|6919|0.0699914015477214
1881|F|Anna|2698|0.027292499114865205
1881|F|Emma|2034|0.020575590511355015
1881|F|Elizabeth|1852|0.018734510141115775
1881|F|Margaret|1658|0.016772039856355267
1881|F|Minnie|1653|0.01672146072530474
1881|F|Ida|1439|0.014556673916342118
1881|F|Annie|1326|0.013413585554600172
1881|F|Bertha|1324|0.013393353902179961
1881|F|Alice|1308|0.01323150068281827
1881|F|Clara|1242|0.012563856152951292
1881|F|Sarah|1226|0.0124020029335896
1881|F|Ella|1148|0.011612968489201356
1881|F|Nellie|1096|0.011086945526275859
1881|F|Grace|1089|0.011016134742805118
1881|F|Florence|1046|0.010581154215770574
1881|F|Martha|1044|0.010560922563350362
1881|F|Cora|969|0.009802235597592433
1881|F|Laura|962|0.009731424814121693
1881|F|Carrie|958|0.009690961509281271
1881|F|Maude|923|0.009336907591927571
1881|F|Bessie|903|0.009134591067725456
1881|F|Mabel|893|0.0090334328056244
1881|F|Gertrude|791|0.008001618532193618
1881|F|Ethel|788|0.0079712710535633
1881|F|Jennie|784|0.007930807748722877
1881|F|Edith|778|0.007870112791462243
1881|F|Hattie|775|0.007839765312831926
1881|F|Mattie|754|0.007627332962419705
1881|F|Julia|737|0.007455363916847909
1881|F|Rose|734|0.007425016438217591
1881|F|Lillian|723|0.007313742349906428
1881|F|Lillie|678|0.006858530170451672
1881|F|Eva|661|0.006686561124879874
1881|F|Jessie|661|0.006686561124879874
1881|F|Lula|655|0.00662586616761924
1881|F|Myrtle|643|0.006504476253097972
1881|F|Pearl|641|0.00648424460067776
1881|F|Edna|637|0.006443781295837337
1881|F|Catherine|635|0.006423549643417126
1881|F|Ada|628|0.006352738859946386
1881|F|Louise|617|0.006241464771635223
1881|F|Helen|612|0.006190885640584695
1881|F|Lucy|611|0.006180769814374589
1881|F|Frances|586|0.005927874159121946
1881|F|Dora|585|0.005917758332911841
1881|F|Fannie|565|0.005715441808709727
1881|F|Josephine|563|0.005695210156289515
1881|F|Daisy|562|0.005685094330079409
1881|F|Lena|555|0.005614283546608669
1881|F|Maggie|532|0.005381619543776238
1881|F|Katherine|504|0.005098376409893278
1881|F|Rosa|500|0.005057913105052855
1881|F|Marie|499|0.00504779727884275
1881|F|Nora|498|0.005037681452632644
1881|F|Effie|463|0.004683627535278944
1881|F|Blanche|456|0.004612816751808204
1881|F|May|451|0.0045622376207576755
1881|F|Nancy|429|0.00433968944413535
1881|F|Della|428|0.004329573617925244
1881|F|Agnes|424|0.004289110313084822
1881|F|Nettie|419|0.004238531182034292
1881|F|Sallie|416|0.004208183703403976
1881|F|Stella|416|0.004208183703403976
1881|F|Ellen|413|0.004177836224773659
1881|F|Mamie|412|0.004167720398563553
1881|F|Lizzie|396|0.0040058671792018614
1881|F|Susie|367|0.0037125082191087956
1881|F|Sadie|366|0.00370239239289869
